0.0490000000,0.319000000,0.058689070,0.960000000,0.670000000,-1.00000000,0.000000000,2.100000000e-09
0.0418613219,0.288868201,0.0387617426,0.994669748,0.611313591,-0.707891438,-0.220396591,2.43811423e-09
0.0538301979,0.272241253,0.12280378,0.938397539,0.718645647,-1.26333539,-0.51625996,2.08970618e-09
0.0599245509,0.367416749,0.102685564,0.97968513,0.712412633,-1.23759249,0.201585795,2.1484109e-09
0.0494064484,0.351101673,0.14159351,0.927324143,0.639171085,-0.79598449,0.354427265,2.47610865e-09
0.0449275398,0.372570171,0.028330177,0.970745463,0.683292976,-1.0020848,-0.559856092,1.90243926e-09
0.0438887095,0.33727377,0.0234905148,0.924377845,0.643273158,-0.783884874,-0.232823169,2.06258987e-09
0.0519849004,0.313665271,0.114748642,0.969498125,0.720104065,-0.903794268,0.285750913,2.32285635e-09
0.0440407257,0.24290697,0.025940112,0.972647803,0.72967417,-1.07750494,-0.0411078631,2.07974317e-09
0.057481268,0.287493797,0.0791578636,0.976514036,0.6935361,-1.26877852,-0.697721721,2.43515784e-09
0.0482547444,0.334567485,0.0823257259,0.945688199,0.614639936,-0.808757118,0.23342563,2.1029415e-09
0.0583344227,0.321633082,0.0412839118,0.964946173,0.663319954,-1.20517488,-0.0456517745,2.3346401e-09
0.0535017217,0.391556291,0.0647120547,0.948099069,0.699743538,-0.927666645,-0.38272148,1.8830663e-09
0.0490881488,0.318441685,0.00238800791,0.922261218,0.703675575,-1.18738691,0.415226536,1.83788393e-09
0.0549595279,0.311745836,0.033287429,0.945221257,0.679587284,-1.15079993,-0.601639885,1.70266081e-09
0.0412700118,0.294188554,0.0701391227,0.930511254,0.727283723,-1.21348714,-0.67638062,2.41819328e-09
0.0488466041,0.24914822,0.10915426,0.969842239,0.726818974,-0.711521809,-0.213202831,1.7169087e-09
0.0504802581,0.286909429,0.0180609061,0.955655421,0.720717272,-1.0100914,-0.259770929,1.94518574e-09
0.0425807786,0.253214278,0.0390752867,0.996378154,0.651116907,-1.22725858,0.665121285,2.00437861e-09
0.0458218796,0.330237891,0.0985060816,0.991598735,0.704834794,-0.735245638,0.44864763,2.23589191e-09
0.0571702249,0.277879699,0.0602174613,0.92774071,0.679616606,-1.18507659,0.0837891428,1.80761851e-09
0.0513658133,0.334014799,0.14462686,0.94233343,0.685690156,-0.764816033,0.573422173,1.7792001e-09
0.0460600551,0.343574758,0.0695226377,0.963935968,0.628742889,-0.851397872,-0.628345651,1.8725801e-09
0.054519418,0.302071068,0.0640577987,0.997128663,0.700866403,-1.19267115,-0.157006663,2.07392208e-09
0.0436867052,0.255315664,0.0901658918,0.933212087,0.652687969,-1.28342188,0.687483985,2.23001531e-09
0.0589758671,0.279252192,0.0292083909,0.974649969,0.704578277,-1.05267631,-0.49109991,2.10661048e-09
0.0546902522,0.371274532,0.0924259509,0.973606815,0.61497933,-1.08317746,0.220123807,1.74683591e-09
0.0553288008,0.258412845,0.00836019599,0.928691146,0.697231282,-1.24335529,-0.279898111,2.11506403e-09
0.0581555491,0.354163761,0.117930844,0.936871065,0.700439825,-0.717564466,0.613354742,2.34113386e-09
0.0468093889,0.345756437,0.081223424,0.999765469,0.671043449,-0.952679501,-0.386595195,2.01270899e-09
0.0499787059,0.335702641,0.0487288433,0.982943848,0.683092203,-1.22076274,-0.271261325,2.36072762e-09
0.0479482092,0.349338195,0.0498914581,0.968260011,0.645664334,-0.726650964,0.0090152929,2.29991518e-09
0.0507836566,0.356893615,0.0467468323,0.972382354,0.713305611,-0.90481032,0.389632458,1.79695829e-09
0.0459843409,0.25666883,0.037545018,0.975695219,0.641736348,-0.737534525,0.574653436,2.33779784e-09
0.0551442501,0.275331561,0.120843383,0.92369468,0.691554757,-0.913323411,-0.420657246,1.90743271e-09
0.0484354172,0.378677298,0.0276008187,0.943066991,0.723591653,-1.16408742,-0.103668957,2.21730619e-09
0.0505344704,0.303121527,0.0514377095,0.994033864,0.661561146,-1.28965062,-0.52417986,2.31364523e-09
0.0472242478,0.270708047,0.0142250833,0.961177452,0.724716918,-1.17812159,-0.477463788,2.10839003e-09
0.0521919474,0.268548271,0.0434350969,0.924597014,0.706393333,-0.928851511,0.0732896409,2.16464227e-09
0.0557043328,0.268950367,0.0351491977,0.952265276,0.635850269,-0.974714427,-0.66870154,1.862749e-09
